x1 y1 x2 y2 pair
1 1 2 1 3.643587e-02
1 1 1 2 -3.099511e-02
1 2 2 2 3.665205e-02
2 1 3 1 5.932907e-02
2 1 2 2 -4.767774e-02
2 2 3 2 5.911043e-02
3 1 4 1 3.649040e-02
3 1 3 2 -4.728750e-02
3 2 4 2 3.653705e-02
4 1 4 2 -3.116762e-02
