x1 y1 x2 y2 pair
1 1 2 1 -1.988267e-05
1 1 1 2 7.211800e-06
1 2 2 2 -2.188356e-06
2 1 3 1 -3.787495e-05
2 1 2 2 2.005798e-05
2 2 3 2 -5.030671e-05
3 1 4 1 -1.251745e-05
3 1 3 2 2.950947e-05
3 2 4 2 -1.151381e-05
4 1 5 1 -2.580348e-06
4 1 4 2 3.554489e-05
4 2 5 2 -1.453395e-05
5 1 6 1 -2.811731e-05
5 1 5 2 2.287022e-05
5 2 6 2 -1.152612e-05
6 1 7 1 -6.433919e-05
6 1 6 2 3.002443e-05
6 2 7 2 -6.954320e-05
7 1 8 1 3.045251e-05
7 1 7 2 -5.864411e-06
7 2 8 2 -3.437205e-06
8 1 8 2 -6.861723e-06
