x1 y1 x2 y2 pair
1 1 2 1 -4.060000e-02
1 2 2 2 -2.420000e-02
2 1 3 1 -2.420000e-02
2 2 3 2 -4.060000e-02
1 1 1 2 4.160000e-02
1 2 1 3 2.400000e-02
2 1 2 2 2.400000e-02
2 2 2 3 4.160000e-02
