x1 y1 x2 y2 pair
1 1 2 1 8.017916e-05
1 1 1 2 -7.257467e-05
1 2 2 2 5.308706e-05
2 1 3 1 2.683552e-05
2 1 2 2 -8.444311e-05
2 2 3 2 3.968318e-05
3 1 4 1 6.537691e-06
3 1 3 2 2.679235e-06
3 2 4 2 -3.368871e-05
4 1 5 1 -1.872190e-06
4 1 4 2 -6.318691e-06
4 2 5 2 3.164291e-05
5 1 6 1 2.183070e-05
5 1 5 2 -9.032844e-06
5 2 6 2 3.091835e-05
6 1 7 1 3.963682e-05
6 1 6 2 -4.178202e-05
6 2 7 2 6.105604e-05
7 1 7 2 -7.057063e-05
