x1 y1 x2 y2 pair
1 1 2 1 -3.452279e-05
1 1 1 2 7.565070e-05
1 2 2 2 -4.158779e-05
2 1 3 1 -3.958408e-05
2 1 2 2 4.634545e-05
2 2 3 2 -4.034427e-05
3 1 3 2 7.777929e-05
