x1 y1 x2 y2 pair
1 1 2 1 -2.335397e-06
1 1 1 2 1.184898e-05
1 2 2 2 -3.793840e-06
2 1 3 1 -9.135244e-06
2 1 2 2 4.451352e-08
2 2 3 2 2.783680e-05
3 1 4 1 -3.463245e-05
3 1 3 2 6.005752e-06
3 2 4 2 -3.591218e-05
4 1 5 1 -1.937686e-06
4 1 4 2 4.498530e-05
4 2 5 2 -3.511476e-05
5 1 6 1 -2.813401e-05
5 1 5 2 -7.786020e-07
5 2 6 2 3.729318e-05
6 1 7 1 2.032519e-05
6 1 6 2 -5.284798e-06
6 2 7 2 -1.430387e-05
7 1 7 2 -3.405481e-06
