x y spin
23 5 0.099402
23 6 -0.189411
23 7 0.247541
24 1 0.246032
24 2 -0.188623
24 3 0.099154
24 4 -0.000033
24 5 -0.099284
24 6 0.189312
24 7 -0.247500
25 1 -0.246057
25 2 0.188685
25 3 -0.099232
25 4 0.000111
25 5 0.099209
25 6 -0.189252
25 7 0.247475
26 1 0.246072
26 2 -0.188717
26 3 0.099271
26 4 -0.000151
26 5 -0.099170
26 6 0.189223
26 7 -0.247462
27 1 -0.246071
27 2 0.188721
27 3 -0.099271
27 4 0.000153
27 5 0.099174
27 6 -0.189226
27 7 0.247472
28 1 0.246082
28 2 -0.188707
28 3 0.099253
28 4 -0.000112
28 5 -0.099218
28 6 0.189273
28 7 -0.247493
29 1 -0.246067
29 2 0.188676
29 3 -0.099191
29 4 0.000043
29 5 0.099320
29 6 -0.189359
29 7 0.247546
30 1 0.246054
30 2 -0.188600
30 3 0.099116
30 4 0.000079
30 5 -0.099442
30 6 0.189484
30 7 -0.247589
31 1 -0.246007
31 2 0.188501
31 3 -0.098957
31 4 -0.000226
31 5 0.099621
31 6 -0.189617
31 7 0.247699
32 1 0.245974
32 2 -0.188256
32 3 0.098718
32 4 0.000449
32 5 -0.099766
32 6 0.189798
32 7 -0.247727
33 1 -0.245874
33 2 0.188123
33 3 -0.098413
33 4 -0.000712
33 5 0.100080
33 6 -0.189969
33 7 0.247940
34 1 0.246099
34 2 -0.188052
34 3 0.098393
34 4 0.001186
34 5 -0.100619
34 6 0.190748
34 7 -0.248295
35 1 -0.246254
35 2 0.188513
35 3 -0.098282
35 4 -0.001323
35 5 0.101628
35 6 -0.191446
35 7 0.248799
36 1 0.246517
36 2 -0.188209
36 3 0.098665
36 4 0.002056
36 5 -0.102187
36 6 0.192628
36 7 -0.249240
37 1 -0.245814
37 2 0.188089
37 3 -0.097464
37 4 -0.002315
37 5 0.102627
37 6 -0.191548
37 7 0.249599
38 1 0.245434
38 2 -0.183959
38 3 0.095239
38 4 0.002753
38 5 -0.100497
38 6 0.191331
38 7 -0.247652
39 1 -0.248523
39 2 0.184142
39 3 -0.094852
39 4 -0.003069
39 5 0.100917
39 6 -0.195987
39 7 0.255897
40 1 0.264708
40 2 -0.210911
40 3 0.095677
40 4 0.001464
40 5 -0.124489
40 6 0.205323
40 7 -0.265001
41 1 -0.275650
41 2 0.220389
41 3 -0.162790
41 4 -0.047402
41 5 0.119543
41 6 -0.246454
41 7 0.284285
42 1 0.291977
42 2 -0.266301
42 3 0.108801
42 4 -0.062453
42 5 -0.218394
42 6 0.253309
42 7 -0.288690
43 1 -0.279534
43 2 0.238054
43 3 -0.193481
43 4 -0.068746
43 5 0.125549
43 6 -0.253158
43 7 0.286135
44 1 0.267125
44 2 -0.225865
44 3 0.110769
44 4 -0.013907
44 5 -0.137211
44 6 0.204372
44 7 -0.262041
45 1 -0.267813
45 2 0.220444
45 3 -0.129640
45 4 0.021692
45 5 0.094345
45 6 -0.205831
45 7 0.270895
46 1 0.250142
46 2 -0.215425
46 3 0.143679
46 4 -0.037288
46 5 -0.076755
46 6 0.177023
46 7 -0.236953
47 1 -0.238709
47 2 0.216626
47 3 -0.154092
47 4 0.048556
47 5 0.072992
47 6 -0.173701
47 7 0.227133
48 1 0.199761
48 2 -0.179953
48 3 0.127172
48 4 -0.042480
48 5 -0.057547
48 6 0.140260
48 7 -0.187794
