x y charge
30 7 0.900912
31 1 0.900454
31 2 0.865700
31 3 0.828138
31 4 0.813212
31 5 0.828145
31 6 0.865950
31 7 0.901016
32 1 0.900507
32 2 0.865683
32 3 0.828162
32 4 0.813310
32 5 0.828296
32 6 0.866132
32 7 0.901150
33 1 0.900622
33 2 0.865737
33 3 0.828196
33 4 0.813406
33 5 0.828495
33 6 0.866382
33 7 0.901397
34 1 0.900884
34 2 0.865877
34 3 0.828329
34 4 0.813567
34 5 0.828819
34 6 0.866920
34 7 0.901838
35 1 0.901234
35 2 0.866282
35 3 0.828621
35 4 0.813904
35 5 0.829376
35 6 0.867544
35 7 0.902304
36 1 0.901538
36 2 0.866551
36 3 0.829168
36 4 0.814568
36 5 0.830178
36 6 0.868392
36 7 0.902893
37 1 0.901882
37 2 0.866875
37 3 0.829799
37 4 0.815600
37 5 0.831038
37 6 0.868845
37 7 0.903530
38 1 0.903050
38 2 0.866614
38 3 0.830258
38 4 0.816434
38 5 0.831626
38 6 0.870019
38 7 0.904779
39 1 0.907877
39 2 0.869542
39 3 0.830334
39 4 0.816536
39 5 0.833359
39 6 0.873355
39 7 0.910615
40 1 0.918372
40 2 0.880885
40 3 0.834451
40 4 0.818385
40 5 0.839265
40 6 0.881640
40 7 0.920087
41 1 0.929534
41 2 0.890618
41 3 0.854764
41 4 0.829450
41 5 0.846253
41 6 0.902339
41 7 0.933484
42 1 0.941224
42 2 0.914242
42 3 0.849579
42 4 0.837476
42 5 0.878155
42 6 0.908449
42 7 0.938782
43 1 0.937258
43 2 0.904359
43 3 0.870566
43 4 0.836845
43 5 0.852040
43 6 0.909877
43 7 0.939762
44 1 0.935259
44 2 0.903036
44 3 0.849452
44 4 0.828245
44 5 0.851349
44 6 0.891485
44 7 0.931624
45 1 0.937420
45 2 0.903729
45 3 0.855427
45 4 0.829527
45 5 0.843826
45 6 0.891510
45 7 0.935005
46 1 0.944608
46 2 0.924828
46 3 0.897306
46 4 0.879054
46 5 0.884088
46 6 0.910593
46 7 0.938054
47 1 0.967270
47 2 0.960527
47 3 0.951235
47 4 0.945075
47 5 0.948640
47 6 0.959496
47 7 0.967667
48 1 0.961952
48 2 0.955986
48 3 0.947153
48 4 0.941907
48 5 0.945539
48 6 0.955056
48 7 0.962310
