x1 y1 x2 y2 pair
1 1 2 1 -1.240000e-02
1 2 2 2 -1.750000e-02
2 1 3 1 -2.180000e-02
2 2 3 2 -1.610000e-02
3 1 4 1 -2.200000e-02
3 2 4 2 -1.650000e-02
4 1 5 1 -1.270000e-02
4 2 5 2 -1.730000e-02
5 1 6 1 -1.220000e-02
5 2 6 2 -9.220000e-03
1 1 1 2 1.100000e-02
1 2 1 3 1.530000e-02
2 1 2 2 2.550000e-02
2 2 2 3 1.550000e-02
3 1 3 2 2.630000e-02
3 2 3 3 2.630000e-02
4 1 4 2 1.600000e-02
4 2 4 3 2.560000e-02
5 1 5 2 1.510000e-02
5 2 5 3 1.170000e-02
