x y spin
1 1 0.234000
1 2 -0.234000
2 1 -0.156000
2 2 0.156000
3 1 0.011600
3 2 -0.011600
4 1 0.153000
4 2 -0.153000
5 1 -0.227000
5 2 0.227000
