x y spin
1 1 -0.092761
1 2 0.092768
2 1 0.246253
2 2 -0.246262
3 1 -0.309588
3 2 0.309607
4 1 0.309698
4 2 -0.309687
5 1 -0.246655
5 2 0.246645
6 1 0.093449
6 2 -0.093450
