x1 y1 x2 y2 pair
1 1 2 1 -8.845310e-06
1 1 1 2 -2.560314e-04
1 2 2 2 -4.907563e-06
2 1 3 1 -7.252219e-05
2 1 2 2 7.162445e-05
2 2 3 2 -8.204864e-05
3 1 4 1 1.443796e-04
3 1 3 2 -4.248576e-05
3 2 4 2 1.309795e-04
4 1 5 1 -7.644764e-05
4 1 4 2 -3.363007e-05
4 2 5 2 -6.538678e-05
5 1 6 1 1.212840e-05
5 1 5 2 4.524403e-05
5 2 6 2 1.580269e-05
6 1 6 2 -2.037934e-04
