x y spin
1 1 0.225860
1 2 -0.226436
1 3 0.226046
1 4 -0.224681
1 5 0.224070
1 6 -0.224750
2 1 -0.213058
2 2 0.213321
2 3 -0.213098
2 4 0.211931
2 5 -0.211728
2 6 0.212319
3 1 0.141293
3 2 -0.138523
3 3 0.140399
3 4 -0.144529
3 5 0.147047
3 6 -0.145542
4 1 -0.067197
4 2 0.061484
4 3 -0.066053
4 4 0.075705
4 5 -0.081140
4 6 0.077304
5 1 -0.007284
5 2 0.013189
5 3 -0.007889
5 4 -0.003371
5 5 0.009753
5 6 -0.004869
6 1 0.082264
6 2 -0.087443
6 3 0.082506
6 4 -0.072064
6 5 0.066317
6 6 -0.071264
7 1 -0.163850
7 2 0.166454
7 3 -0.163832
7 4 0.158506
7 5 -0.155550
7 6 0.158478
8 1 0.241064
8 2 -0.241021
8 3 0.240749
8 4 -0.240645
8 5 0.240373
8 6 -0.240690
9 1 -0.263245
9 2 0.263204
9 3 -0.263165
9 4 0.262962
9 5 -0.262908
9 6 0.263112
10 1 0.220310
10 2 -0.219781
10 3 0.220026
10 4 -0.220313
10 5 0.220836
10 6 -0.220853
11 1 -0.130409
11 2 0.127283
11 3 -0.129539
11 4 0.134531
11 5 -0.137358
11 6 0.135441
12 1 0.044296
12 2 -0.040042
12 3 0.043900
12 4 -0.051867
12 5 0.056269
12 6 -0.052883
13 1 0.027701
13 2 -0.031583
13 3 0.027513
13 4 -0.019492
13 5 0.015133
13 6 -0.018893
14 1 -0.104091
14 2 0.106897
14 3 -0.103712
14 4 0.097491
14 5 -0.094274
14 6 0.097624
15 1 0.192504
15 2 -0.193177
15 3 0.192051
15 4 -0.190271
15 5 0.189310
15 6 -0.190638
16 1 -0.255312
16 2 0.255040
16 3 -0.254978
16 4 0.255321
16 5 -0.255328
16 6 0.255405
17 1 0.256519
17 2 -0.256430
17 3 0.256443
17 4 -0.256192
17 5 0.256269
17 6 -0.256521
18 1 -0.193408
18 2 0.191836
18 3 -0.192734
18 4 0.194738
18 5 -0.196132
18 6 0.195511
19 1 0.099962
19 2 -0.095676
19 3 0.098946
19 4 -0.106117
19 5 0.110170
19 6 -0.107338
20 1 -0.020389
20 2 0.015436
20 3 -0.019926
20 4 0.029286
20 5 -0.034546
20 6 0.030567
21 1 -0.051451
21 2 0.056028
21 3 -0.051453
21 4 0.042037
21 5 -0.036890
21 6 0.041319
22 1 0.133432
22 2 -0.136202
22 3 0.133152
22 4 -0.127047
22 5 0.123850
22 6 -0.127273
23 1 -0.219337
23 2 0.219477
23 3 -0.218863
23 4 0.218332
23 5 -0.217966
23 6 0.218608
24 1 0.263085
24 2 -0.262832
24 3 0.262896
24 4 -0.263176
24 5 0.263221
24 6 -0.263286
25 1 -0.241908
25 2 0.241507
25 3 -0.241752
25 4 0.241942
25 5 -0.242317
25 6 0.242400
26 1 0.160248
26 2 -0.156369
26 3 0.159251
26 4 -0.165439
26 5 0.168942
26 6 -0.166427
27 1 -0.072379
27 2 0.065655
27 3 -0.071379
27 4 0.083601
27 5 -0.090238
27 6 0.085134
28 1 -0.004303
28 2 0.011064
28 3 -0.004663
28 4 -0.008541
28 5 0.015795
28 6 -0.009902
29 1 0.076864
29 2 -0.082333
29 3 0.076823
29 4 -0.065410
29 5 0.059000
29 6 -0.064841
30 1 -0.145098
30 2 0.147393
30 3 -0.144782
30 4 0.139687
30 5 -0.136951
30 6 0.139892
31 1 0.212648
31 2 -0.211982
31 3 0.212159
31 4 -0.213372
31 5 0.213625
31 6 -0.213434
32 1 -0.225458
32 2 0.224596
32 3 -0.225209
32 4 0.226742
32 5 -0.227238
32 6 0.226691
