x y spin
1 1 -0.401213
1 2 0.397122
1 3 -0.403674
1 4 0.399980
1 5 -0.400534
1 6 0.398252
2 1 0.272178
2 2 -0.284972
2 3 0.285435
2 4 -0.278072
2 5 0.266860
2 6 -0.269217
3 1 -0.169269
3 2 0.179093
3 3 -0.178385
3 4 0.184595
3 5 -0.169354
3 6 0.154206
4 1 0.080639
4 2 -0.071992
4 3 0.070864
4 4 -0.078344
4 5 0.068805
4 6 -0.081322
5 1 -0.014214
5 2 0.011268
5 3 -0.003729
5 4 0.005466
5 5 0.016547
5 6 -0.002051
6 1 -0.054354
6 2 0.056617
6 3 -0.056992
6 4 0.060088
6 5 -0.073521
6 6 0.075582
7 1 0.122408
7 2 -0.107918
7 3 0.116189
7 4 -0.112402
7 5 0.118889
7 6 -0.126536
8 1 -0.160759
8 2 0.159506
8 3 -0.159766
8 4 0.162210
8 5 -0.159260
8 6 0.167389
9 1 0.158526
9 2 -0.152687
9 3 0.164782
9 4 -0.159391
9 5 0.159885
9 6 -0.153341
10 1 -0.118281
10 2 0.127061
10 3 -0.117705
10 4 0.129001
10 5 -0.124039
10 6 0.113436
11 1 0.067252
11 2 -0.072329
11 3 0.055687
11 4 -0.063618
11 5 0.053998
11 6 -0.054264
12 1 0.002765
12 2 0.001410
12 3 0.006310
12 4 -0.004749
12 5 -0.000677
12 6 -0.012956
13 1 -0.081355
13 2 0.083399
13 3 -0.079040
13 4 0.076226
13 5 -0.083807
13 6 0.076919
14 1 0.183178
14 2 -0.185500
14 3 0.177318
14 4 -0.182670
14 5 0.186929
14 6 -0.181847
15 1 -0.281761
15 2 0.283849
15 3 -0.281366
15 4 0.275475
15 5 -0.293130
15 6 0.288173
16 1 0.398922
16 2 -0.403681
16 3 0.408226
16 4 -0.406489
16 5 0.406829
16 6 -0.403213
