x1 y1 x2 y2 pair
1 1 2 1 -7.871221e-04
1 1 1 2 1.204758e-03
1 2 2 2 -7.831070e-04
2 1 3 1 -1.437275e-03
2 1 2 2 1.121377e-03
2 2 3 2 -1.438779e-03
3 1 4 1 -7.712778e-04
3 1 3 2 1.116470e-03
3 2 4 2 -7.726132e-04
4 1 4 2 1.204068e-03
