x y spin
1 1 0.186931
1 2 -0.186850
1 3 0.186873
1 4 -0.186911
1 5 0.186982
1 6 -0.186987
2 1 -0.156748
2 2 0.156635
2 3 -0.156608
2 4 0.156500
2 5 -0.156588
2 6 0.156708
3 1 0.041566
3 2 -0.041582
3 3 0.041479
3 4 -0.041347
3 5 0.041305
3 6 -0.041470
4 1 0.076476
4 2 -0.076152
4 3 0.076250
4 4 -0.076429
4 5 0.076697
4 6 -0.076619
5 1 -0.186486
5 2 0.185947
5 3 -0.185978
5 4 0.186252
5 5 -0.186473
5 6 0.186439
6 1 0.233037
6 2 -0.232702
6 3 0.232587
6 4 -0.232602
6 5 0.232654
6 6 -0.232734
7 1 -0.196745
7 2 0.196591
7 3 -0.196360
7 4 0.196158
7 5 -0.196139
7 6 0.196386
8 1 0.089147
8 2 -0.089066
8 3 0.088922
8 4 -0.088851
8 5 0.088817
8 6 -0.089013
9 1 0.053532
9 2 -0.053331
9 3 0.053320
9 4 -0.053335
9 5 0.052896
9 6 -0.052954
10 1 -0.176966
10 2 0.176662
10 3 -0.176669
10 4 0.176874
10 5 -0.177102
10 6 0.177207
11 1 0.236021
11 2 -0.235815
11 3 0.235774
11 4 -0.235865
11 5 0.236001
11 6 -0.236176
12 1 -0.216663
12 2 0.216583
12 3 -0.216419
12 4 0.216264
12 5 -0.216297
12 6 0.216620
13 1 0.121749
13 2 -0.121683
13 3 0.121524
13 4 -0.121443
13 5 0.121464
13 6 -0.121724
14 1 0.018869
14 2 -0.018808
14 3 0.018835
14 4 -0.018814
14 5 0.018896
14 6 -0.018908
15 1 -0.152574
15 2 0.152294
15 3 -0.152287
15 4 0.152450
15 5 -0.152667
15 6 0.152774
16 1 0.229674
16 2 -0.229425
16 3 0.229405
16 4 -0.229548
16 5 0.229714
16 6 -0.229864
17 1 -0.229182
17 2 0.229083
17 3 -0.228942
17 4 0.228827
17 5 -0.228870
17 6 0.229170
18 1 0.151058
18 2 -0.150989
18 3 0.150809
18 4 -0.150680
18 5 0.150707
18 6 -0.151016
19 1 -0.016827
19 2 0.016833
19 3 -0.016775
19 4 0.016804
19 5 -0.016766
19 6 0.016818
20 1 -0.123435
20 2 0.123192
20 3 -0.123185
20 4 0.123295
20 5 -0.123489
20 6 0.123587
21 1 0.217365
21 2 -0.217091
21 3 0.217082
21 4 -0.217266
21 5 0.217457
21 6 -0.217586
22 1 -0.235827
22 2 0.235709
22 3 -0.235599
22 4 0.235534
22 5 -0.235600
22 6 0.235864
23 1 0.175918
23 2 -0.175861
23 3 0.175670
23 4 -0.175502
23 5 0.175521
23 6 -0.175869
24 1 -0.051255
24 2 0.051225
24 3 -0.051129
24 4 0.051136
24 5 -0.051129
24 6 0.051258
25 1 -0.090272
25 2 0.090077
25 3 -0.090084
25 4 0.090135
25 5 -0.090280
25 6 0.090370
26 1 0.196154
26 2 -0.195887
26 3 0.195879
26 4 -0.196067
26 5 0.196277
26 6 -0.196384
27 1 -0.231321
27 2 0.231203
27 3 -0.231120
27 4 0.231091
27 5 -0.231177
27 6 0.231439
28 1 0.184423
28 2 -0.184405
28 3 0.184164
28 4 -0.183892
28 5 0.183831
28 6 -0.184283
29 1 -0.074889
29 2 0.074929
29 3 -0.074669
29 4 0.074508
29 5 -0.074397
29 6 0.074645
30 1 -0.042168
30 2 0.042022
30 3 -0.042035
30 4 0.042134
30 5 -0.042225
30 6 0.042237
31 1 0.155839
31 2 -0.155711
31 3 0.155604
31 4 -0.155692
31 5 0.155720
31 6 -0.155816
32 1 -0.185556
32 2 0.185544
32 3 -0.185476
32 4 0.185450
32 5 -0.185423
32 6 0.185490
