x y charge
1 1 0.985500
1 2 0.982838
1 3 0.980859
1 4 0.984091
2 1 0.948349
2 2 0.945809
2 3 0.950178
2 4 0.946189
3 1 0.909225
3 2 0.902324
3 3 0.902999
3 4 0.897011
4 1 0.870577
4 2 0.843844
4 3 0.872056
4 4 0.872669
5 1 0.851353
5 2 0.850902
5 3 0.845871
5 4 0.850009
6 1 0.854663
6 2 0.850450
6 3 0.840547
6 4 0.848564
7 1 0.869540
7 2 0.855081
7 3 0.854467
7 4 0.853069
8 1 0.865205
8 2 0.881557
8 3 0.879865
8 4 0.877800
9 1 0.882581
9 2 0.898310
9 3 0.893176
9 4 0.909086
10 1 0.881632
10 2 0.891583
10 3 0.904461
10 4 0.888590
11 1 0.877169
11 2 0.882656
11 3 0.884501
11 4 0.867309
12 1 0.868582
12 2 0.858936
12 3 0.870742
12 4 0.865297
13 1 0.851775
13 2 0.862303
13 3 0.854319
13 4 0.858073
14 1 0.830859
14 2 0.851425
14 3 0.846941
14 4 0.855165
15 1 0.856005
15 2 0.848758
15 3 0.841023
15 4 0.862141
16 1 0.860745
16 2 0.867177
16 3 0.861585
16 4 0.859275
17 1 0.860968
17 2 0.869598
17 3 0.854066
17 4 0.864214
18 1 0.851385
18 2 0.857884
18 3 0.865953
18 4 0.854040
19 1 0.860344
19 2 0.861716
19 3 0.859476
19 4 0.868169
20 1 0.857691
20 2 0.863024
20 3 0.860426
20 4 0.861978
21 1 0.858052
21 2 0.864277
21 3 0.856190
21 4 0.868973
22 1 0.858361
22 2 0.851291
22 3 0.870006
22 4 0.854813
23 1 0.855424
23 2 0.869107
23 3 0.858126
23 4 0.847180
24 1 0.835820
24 2 0.848651
24 3 0.851101
24 4 0.847333
25 1 0.855931
25 2 0.851575
25 3 0.853021
25 4 0.848326
26 1 0.858022
26 2 0.857607
26 3 0.851355
26 4 0.861998
27 1 0.857818
27 2 0.852218
27 3 0.849496
27 4 0.857538
28 1 0.853119
28 2 0.868745
28 3 0.857189
28 4 0.855717
29 1 0.866853
29 2 0.864478
29 3 0.860427
29 4 0.862186
30 1 0.879061
30 2 0.868914
30 3 0.865873
30 4 0.862292
31 1 0.877469
31 2 0.890346
31 3 0.881529
31 4 0.877772
32 1 0.875063
32 2 0.882877
32 3 0.881244
32 4 0.881231
33 1 0.868119
33 2 0.866758
33 3 0.870337
33 4 0.873026
34 1 0.849999
34 2 0.852228
34 3 0.859200
34 4 0.846458
35 1 0.847186
35 2 0.840690
35 3 0.844270
35 4 0.841347
36 1 0.849446
36 2 0.858480
36 3 0.849160
36 4 0.855635
37 1 0.874041
37 2 0.860877
37 3 0.866031
37 4 0.879393
38 1 0.915312
38 2 0.910232
38 3 0.913600
38 4 0.911215
39 1 0.951063
39 2 0.954720
39 3 0.949174
39 4 0.954624
40 1 0.984818
40 2 0.982847
40 3 0.986778
40 4 0.984365
