x y charge
1 1 0.730585
1 2 0.730566
2 1 0.844673
2 2 0.844673
3 1 0.944121
3 2 0.944080
4 1 0.976410
4 2 0.976417
5 1 0.976946
5 2 0.976912
6 1 0.946436
6 2 0.946401
7 1 0.848607
7 2 0.848741
8 1 0.731802
8 2 0.732579
