x1 y1 x2 y2 pair
1 1 2 1 -2.675397e-03
1 1 1 2 2.002687e-03
1 2 2 2 -3.151595e-03
2 1 3 1 -5.818550e-03
2 1 2 2 2.276804e-03
2 2 3 2 -6.310763e-03
3 1 4 1 -6.244247e-03
3 1 3 2 1.154347e-02
3 2 4 2 -6.134358e-03
4 1 5 1 -4.255594e-04
4 1 4 2 1.082374e-02
4 2 5 2 -2.166029e-04
5 1 5 2 1.313043e-03
