x y charge
1 1 0.777304
1 2 0.742802
2 1 0.896036
2 2 0.903817
3 1 0.962352
3 2 0.966762
4 1 0.962459
4 2 0.966861
5 1 0.896552
5 2 0.904161
6 1 0.777752
6 2 0.743205
