x y spin
1 1 -0.198081
1 2 0.090412
2 1 0.328631
2 2 -0.343688
3 1 -0.381781
3 2 0.389359
4 1 0.381883
4 2 -0.389424
5 1 -0.329259
5 2 0.343959
6 1 0.198840
6 2 -0.091928
